iter	Logloss
326	0.05271968673
327	0.05257790858
328	0.05247112628
329	0.0523535431
330	0.05221808163
331	0.05205999174
332	0.05194742233
333	0.05183204845
334	0.05163337746
335	0.05155319305
336	0.05132037767
337	0.05119459628
338	0.05112385652
339	0.05101364408
340	0.05089940219
341	0.05080247561
342	0.05076249158
343	0.05066427697
344	0.05060397699
345	0.05040731546
346	0.05029077085
347	0.05012362288
348	0.0500245252
349	0.04993117237
350	0.04981174565
351	0.04973834588
352	0.04961529553
353	0.04951952186
354	0.04937788191
355	0.0492923222
356	0.04920401436
357	0.0491175535
358	0.04903278382
359	0.04887729713
360	0.0487684567
361	0.04865415446
362	0.04857485172
363	0.04843935251
364	0.04835255447
365	0.0482750856
366	0.04816184892
367	0.04811283175
368	0.04803374002
369	0.0479528164
370	0.04776079112
371	0.0476574708
372	0.04757081129
373	0.047460433
374	0.04727724199
375	0.04718028863
376	0.04707556531
377	0.04701340319
378	0.0468919734
379	0.04672926945
380	0.04657951741
381	0.04644321579
382	0.04634417662
383	0.04625514175
384	0.04614403857
385	0.04607177433
386	0.04597255718
387	0.04592668075
388	0.04584528217
389	0.04574717443
390	0.04566056693
391	0.0455023937
392	0.04542518731
393	0.04527674778
394	0.04520498689
395	0.04512048924
396	0.04500365491
397	0.04490575756
398	0.04481414163
399	0.04473780704
400	0.04464877401
401	0.04456560739
402	0.04443810913
403	0.0443815517
404	0.04426681493
405	0.04420068759
406	0.04404300614
407	0.04394942858
408	0.04389581319
409	0.04376246593
410	0.0436844039
411	0.04365485027
412	0.04360310827
413	0.0434904776
414	0.0434135234
415	0.04337118219
416	0.04333658255
417	0.04322984484
418	0.04314453198
419	0.04295563004
420	0.04289886084
421	0.04283934388
422	0.04278785788
423	0.04267743544
424	0.04253268603
425	0.04240543215
426	0.04231482559
427	0.04226749879
428	0.04220155882
429	0.042125234
430	0.04200835185
431	0.041950607
432	0.04185479601
433	0.04179405379
434	0.04176302557
435	0.04167540003
436	0.04161725579
437	0.04157772418
438	0.04152830007
439	0.04141805389
440	0.04133184351
441	0.04127599055
442	0.04117777274
443	0.04109102564
444	0.04100399155
445	0.04093922856
446	0.04083360789
447	0.04080531859
448	0.04074026044
449	0.04066880014
450	0.04061582381
451	0.04056874861
452	0.04047541406
453	0.04039711443
454	0.04036574803
455	0.04031738514
456	0.04020638638
457	0.04010228554
458	0.04003255857
459	0.03997348821
460	0.03980727509
461	0.03971537682
462	0.03960951588
463	0.03955488968
464	0.03952020527
465	0.03943688342
466	0.03936109071
467	0.03925672553
468	0.03917359213
469	0.03909892354
470	0.03900267246
471	0.03893538089
472	0.03890174707
473	0.03878400985
474	0.03876041778
475	0.03872414343
476	0.03868678359
477	0.03864131336
478	0.03855950974
479	0.03847322689
480	0.03839972788
481	0.03829897364
482	0.03825066641
483	0.03815373681
484	0.03809894707
485	0.03807571637
486	0.03793152555
487	0.03782660889
488	0.03779214568
489	0.03768124692
490	0.0376289581
491	0.03758396887
492	0.03748691087
493	0.03746492535
494	0.03737542476
495	0.03732328998
496	0.03726368115
497	0.0372096049
498	0.03713521194
499	0.03697861124
500	0.03691259058
501	0.03686295405
502	0.03681946338
503	0.03679360617
504	0.0367349576
505	0.03669649035
506	0.03665161581
507	0.0365464938
508	0.03651334103
509	0.03645531463
510	0.03639294943
511	0.03624049482
512	0.03618616697
513	0.0361403065
514	0.03610121361
515	0.03597632577
516	0.03584207366
517	0.0358075304
518	0.03574113893
519	0.03571714447
520	0.03561050693
521	0.03556609614
522	0.03552199819
523	0.03545917246
524	0.03537174951
525	0.0353168004
526	0.03525176726
527	0.03514999057
528	0.0351074915
529	0.03509527889
530	0.03508221709
531	0.03502159344
532	0.0349886373
533	0.03494719051
534	0.03491907966
535	0.03489664794
536	0.03486015846
537	0.0348128912
538	0.03477439383
539	0.03463110325
540	0.0345042665
541	0.03442545757
542	0.03435745352
543	0.03431893705
544	0.03429280419
545	0.03419120805
546	0.03415681311
547	0.03412296842
548	0.03405891222
549	0.03401098592
550	0.03397443834
551	0.03394206951
552	0.03387149027
553	0.0338029807
554	0.03377171479
555	0.0337615154
556	0.03370646943
557	0.03360506119
558	0.03356949184
559	0.03353389817
560	0.03348584022
561	0.03343268934
562	0.03337568491
563	0.03334998365
564	0.03329546886
565	0.03323653273
566	0.03320289628
567	0.03314361207
568	0.03313566477
569	0.03309587923
570	0.03306648488
571	0.03302917135
572	0.03297897097
573	0.03295828639
574	0.03285491948
575	0.03279105669
576	0.03266245424
577	0.03259620697
578	0.03253339736
579	0.03248248198
580	0.03245262742
581	0.03242471276
582	0.03239751895
583	0.03233745347
584	0.03230980581
585	0.03226420859
586	0.03221502077
587	0.03211937831
588	0.03202135571
589	0.03193014885
590	0.03192165631
591	0.03189606903
592	0.03186818094
593	0.03180681618
594	0.03177241829
595	0.0317119181
596	0.03165121552
597	0.03163087888
598	0.03160093025
599	0.03151376178
600	0.03145638212
601	0.03132872044
602	0.03129995492
603	0.03127219172
604	0.03121168325
605	0.03116266354
606	0.0311275909
607	0.03104453718
608	0.03102280123
609	0.03100615093
610	0.03094520745
611	0.03088957185
612	0.03084937738
613	0.03078391567
614	0.03065027952
615	0.03058671739
616	0.03056241312
617	0.03051483449
618	0.03046838191
619	0.030416261
620	0.03039508431
621	0.03037501875
622	0.03034361938
623	0.03024218657
624	0.03022102304
625	0.03018300225
626	0.03015043235
627	0.03006912744
628	0.02998494345
629	0.02995648168
630	0.02993568292
631	0.02987941928
632	0.02983525052
633	0.02979426694
634	0.02977080576
635	0.02965151348
636	0.02961927766
637	0.02954344562
638	0.02952513798
639	0.02948914085
640	0.02937700115
641	0.02934672307
642	0.02928587625
643	0.02921647162
644	0.02917424147
645	0.02916583396
646	0.02914157797
647	0.02910524805
648	0.02908137775
649	0.02906285063
650	0.02901833289
651	0.0289357649
652	0.0289049231
653	0.02886483052
654	0.02884698975
655	0.02883665306
656	0.0287937207
657	0.02876417194
658	0.02867708288
659	0.02865578034
660	0.028633708
661	0.02860535954
662	0.02852784505
663	0.02849448846
664	0.02845840345
665	0.02843341541
666	0.02839542056
667	0.02828619712
668	0.028258368
669	0.02823631642
670	0.02816190065
671	0.02811027624
672	0.02805881548
673	0.02802207375
674	0.02797104145
675	0.02795004753
676	0.02790246666
677	0.0278821757
678	0.02784534685
679	0.0277995314
680	0.02774676677
681	0.02764359985
682	0.02759439384
683	0.0275887422
684	0.02753117778
685	0.02750127747
686	0.02746451973
687	0.02742945136
688	0.02741232534
689	0.02739424564
690	0.02736818137
691	0.02733328716
692	0.02730712838
693	0.02723036395
694	0.02716546527
695	0.02710285966
696	0.02707725469
697	0.02703548422
698	0.02695889589
699	0.02693043058
700	0.0268978646
701	0.0268789133
702	0.02682092143
703	0.02680835592
704	0.02679223588
705	0.02677294765
706	0.02674118786
707	0.02666449907
708	0.02660697687
709	0.026541809
710	0.02649589502
711	0.02647165582
712	0.0264452959
713	0.02642689177
714	0.02639140236
715	0.02633850333
716	0.02633162071
717	0.02626529561
718	0.02625001893
719	0.02622319966
720	0.02618896492
721	0.02613533736
722	0.02609124324
723	0.02602928318
724	0.0259746157
725	0.02595645725
726	0.02592812149
727	0.02586655187
728	0.02584402784
729	0.02582088983
730	0.02579893288
731	0.02578180019
732	0.02575647122
733	0.02574042607
734	0.02570866381
735	0.0256587376
736	0.02561536511
737	0.0255942835
738	0.02557209871
739	0.02554408083
740	0.02551932744
741	0.02545605237
742	0.02542555971
743	0.0254061185
744	0.025397709
745	0.02537622438
746	0.025328747
747	0.02526656707
748	0.02520993398
749	0.02518729366
750	0.02509974537
751	0.02508100363
752	0.02507615301
753	0.02506473646
754	0.02501889496
755	0.02495845376
756	0.02493794038
757	0.02492112821
758	0.02487983017
759	0.02484034896
760	0.02481110285
761	0.02475286285
762	0.02472382337
763	0.02469360655
764	0.02466709474
765	0.02462534385
766	0.0245848114
767	0.02453452988
768	0.02449877364
769	0.02445905656
770	0.02443355353
771	0.0244286173
772	0.02440297551
773	0.02438339279
774	0.02435569978
775	0.02432264867
776	0.0243013928
777	0.02429057102
778	0.02423801721
779	0.02419052817
780	0.02417287422
781	0.02414441332
782	0.02411600205
783	0.02407566918
784	0.02405513757
785	0.02403637274
786	0.02401462456
787	0.02396638847
788	0.02394415731
789	0.02391905057
790	0.02391427116
791	0.02389601553
792	0.02385840764
793	0.02380324373
794	0.02378559397
795	0.02374938855
796	0.02367044518
797	0.02363917844
798	0.02363462288
799	0.02359344675
800	0.02355617812
801	0.02353054044
802	0.02350347052
803	0.02347289103
804	0.02344534216
805	0.02342129367
806	0.02336920627
807	0.0233236851
808	0.0233065263
809	0.02328530014
810	0.02327544744
811	0.02323624712
812	0.023222674
813	0.02319324636
814	0.02315977416
815	0.02314139524
816	0.02312199672
817	0.02309769079
818	0.02307377221
819	0.02304123193
820	0.02301218842
821	0.02298639667
822	0.02296832461
823	0.02294596677
824	0.02293647745
825	0.02292013984
826	0.0228799394
827	0.0228654998
828	0.02284245174
829	0.02280831943
830	0.02277578672
831	0.02272984814
832	0.02272587313
833	0.02271205373
834	0.02270815168
835	0.02265340724
836	0.02260253014
837	0.0225506738
838	0.02253712444
839	0.02248731611
840	0.02247154505
841	0.02244371887
842	0.02244005047
843	0.02236718686
844	0.02234319071
845	0.02233074322
846	0.02229954357
847	0.02229447682
848	0.02228046242
849	0.02226816996
850	0.02224709064
851	0.02221567337
852	0.02216793718
853	0.02213863493
854	0.02211128834
855	0.02208723812
856	0.02206453457
857	0.02201133667
858	0.02199127633
859	0.02196111512
860	0.02193929452
861	0.02192894731
862	0.0218901733
863	0.02186401183
864	0.02183428923
865	0.02181662037
866	0.02177924332
867	0.02175451466
868	0.02174183049
869	0.02172373747
870	0.02171487747
871	0.0216977878
872	0.02166766529
873	0.02165252195
874	0.02162399884
875	0.02161880963
876	0.0215929429
877	0.02157831437
878	0.02154934013
879	0.02152996706
880	0.02148665744
881	0.02146050287
882	0.02145054981
883	0.02143586288
884	0.02140714975
885	0.02139895058
886	0.02136354342
887	0.02133684038
888	0.02128682749
889	0.02124918966
890	0.02123653062
891	0.02118863005
892	0.02116806829
893	0.02115302774
894	0.02114933078
895	0.02114600606
896	0.02113878538
897	0.02109812903
898	0.0210783583
899	0.0210435009
900	0.02104019346
901	0.02100407644
902	0.02098222207
903	0.02095050586
904	0.02094731068
905	0.02092131093
906	0.02090962964
907	0.0208844182
908	0.02085978228
909	0.02083681092
910	0.02082294144
911	0.02081610863
912	0.02079807625
913	0.02077115195
914	0.02075799782
915	0.02073177306
916	0.02071975565
917	0.02066960535
918	0.02062550456
919	0.02060006532
920	0.02058173964
921	0.02054232997
922	0.0205090474
923	0.02047382856
924	0.02045057923
925	0.02042357522
926	0.0203922093
927	0.02038613207
928	0.02036243759
929	0.02033904815
930	0.02033117335
931	0.02029698218
932	0.02028781185
933	0.0202861492
934	0.02027704736
935	0.02025259529
936	0.02021063466
937	0.02020766804
938	0.02017712447
939	0.02016419798
940	0.02014419737
941	0.02012050474
942	0.02010094932
943	0.02007463891
944	0.02004490371
945	0.02003111264
946	0.020025176
947	0.01997925406
948	0.01992819449
949	0.01991693798
950	0.01987719556
951	0.01984826032
952	0.01982238421
953	0.01978366238
954	0.01975563889
955	0.01974617825
956	0.01971543537
957	0.01971469812
958	0.01967749038
959	0.01966519152
960	0.01965658969
961	0.01962682511
962	0.01961480217
963	0.01959833785
964	0.01958470939
965	0.01956869566
966	0.019546261
967	0.01953880123
968	0.0195365947
969	0.01950959076
970	0.01948483337
971	0.01947000202
972	0.01946271885
973	0.01943406651
974	0.01941005715
975	0.01939736062
976	0.01936948553
977	0.01935704212
978	0.01931702624
979	0.01928557849
980	0.0192748347
981	0.01926367385
982	0.01922794609
983	0.01919956951
984	0.01915821946
985	0.01914955346
986	0.01912750949
987	0.01912286254
988	0.01910087516
989	0.01908279714
990	0.0190703118
991	0.01904264422
992	0.0190301043
993	0.0190093778
994	0.01899426943
995	0.01898137234
996	0.0189660196
997	0.01896069071
998	0.01894654826
999	0.01894131434
1000	0.01891297914
1001	0.01889617978
1002	0.01887553974
1003	0.01884422871
1004	0.01882415367
1005	0.01881354513
1006	0.0187959393
1007	0.01877864732
1008	0.01871003319
1009	0.01869325068
1010	0.01868684041
1011	0.01867697474
1012	0.01866670276
1013	0.01866164323
1014	0.01865163241
1015	0.01863180638
1016	0.01858662708
1017	0.01856710473
1018	0.018532529
1019	0.01852048596
1020	0.01851634352
1021	0.01849444036
1022	0.01847550497
1023	0.01846888198
1024	0.01845467039
1025	0.01843086861
1026	0.01841755248
1027	0.01840812701
1028	0.01839131765
1029	0.01835499804
1030	0.01834512091
1031	0.01833121981
1032	0.01831764242
1033	0.01831307309
1034	0.01830186875
1035	0.01829788267
1036	0.01826988819
1037	0.01825752523
1038	0.01824119733
1039	0.01822754751
1040	0.01819951415
1041	0.01813594946
1042	0.01809001929
1043	0.01806406054
1044	0.01802702707
1045	0.01799934538
1046	0.01799542301
1047	0.01798569457
1048	0.01798183927
1049	0.01797747865
1050	0.01796007465
1051	0.01794216795
1052	0.01792958664
1053	0.01786924222
1054	0.01783728738
1055	0.01780259859
1056	0.0177776826
1057	0.01774731071
1058	0.01772329473
1059	0.01768983087
1060	0.01766147818
1061	0.01765447928
1062	0.01764394495
1063	0.01761899953
1064	0.01760165536
1065	0.01759737678
1066	0.01758111719
1067	0.01756629393
1068	0.01755772167
1069	0.01755466018
1070	0.01754157082
1071	0.01750069281
1072	0.01749638354
1073	0.01748063061
1074	0.01747123259
1075	0.01747046273
1076	0.01745340319
1077	0.01744112664
1078	0.01743704506
1079	0.01743147436
1080	0.01741800037
1081	0.01739860035
1082	0.01735573742
1083	0.01732572512
1084	0.01730216514
1085	0.01729055668
1086	0.0172702048
1087	0.01723897852
1088	0.01722735451
1089	0.01721088558
1090	0.01719937427
1091	0.0171993613
1092	0.01715137561
1093	0.01713911121
1094	0.01710669309
1095	0.0170973865
1096	0.01706895022
1097	0.01705413084
1098	0.01703800081
1099	0.01702321996
1100	0.01701122488
1101	0.01698664551
1102	0.01698082796
1103	0.01697200494
1104	0.01696413756
1105	0.01696003966
1106	0.01692898253
1107	0.01691510453
1108	0.01686703836
1109	0.01686229034
1110	0.01684676817
1111	0.01682229829
1112	0.01681344996
1113	0.01680174383
1114	0.01678818472
1115	0.01677104312
1116	0.01673556848
1117	0.01672613908
1118	0.01672115743
1119	0.01669078422
1120	0.0166851884
1121	0.01667593456
1122	0.01665597914
1123	0.01663519009
1124	0.01660926651
1125	0.01659668627
1126	0.01659274217
1127	0.01657702587
1128	0.01654302462
1129	0.01653525793
1130	0.01651070692
1131	0.01649076388
1132	0.01647932998
1133	0.01645844678
1134	0.0164416224
1135	0.01643368171
1136	0.01643040499
1137	0.01642436664
1138	0.01640428698
1139	0.01638199359
1140	0.01636601037
1141	0.01634654027
1142	0.01632449392
1143	0.01630631125
1144	0.01629527001
1145	0.01628733648
1146	0.01627248865
1147	0.0162362511
1148	0.01620637252
1149	0.01616158648
1150	0.01615415764
1151	0.01611643117
1152	0.01610587269
1153	0.01609799589
1154	0.01607746291
1155	0.01605884938
1156	0.01604515211
1157	0.01601515292
1158	0.01599448889
1159	0.01598531436
1160	0.01595075174
1161	0.01593746996
1162	0.01592980819
1163	0.01592629134
1164	0.01591276187
1165	0.01590276564
1166	0.01588137039
1167	0.01587933887
1168	0.01586793061
1169	0.01585967864
1170	0.01583881768
1171	0.01583136891
1172	0.01580246237
